	SPU_peptide	diadema.best
OG0006259	SPU_028401	TRINITY_DN9394_c0_g1_i4.p1.p1
OG0006260	SPU_024384	TRINITY_DN56197_c0_g1_i1.p1.p1
OG0006261	SPU_017159	TRINITY_DN26161_c0_g1_i1.p1.p1
OG0006262	SPU_024449	TRINITY_DN28714_c0_g1_i3.p1.p1
OG0006263	SPU_010156	TRINITY_DN102820_c0_g1_i1.p1.p1
OG0006264	SPU_004444	TRINITY_DN32116_c0_g1_i3.p1.p1
OG0006265	SPU_023583	TRINITY_DN4328_c0_g1_i2.p1.p1
OG0006266	SPU_023648	TRINITY_DN29486_c0_g1_i2.p1.p1
OG0006267	SPU_011727	TRINITY_DN20007_c0_g2_i4.p1.p1
OG0006268	SPU_014763	TRINITY_DN11553_c0_g1_i3.p1.p1
OG0006269	SPU_006809	TRINITY_DN3916_c0_g1_i1.p1.p1
OG0006270	SPU_014828	TRINITY_DN433_c0_g1_i2.p1.p1
OG0006271	SPU_001998	TRINITY_DN17152_c0_g1_i1.p1.p1
OG0006272	SPU_019387	TRINITY_DN4580_c0_g1_i4.p2.p1
OG0006273	SPU_018658	TRINITY_DN24363_c0_g1_i20.p1.p1
OG0006274	SPU_025948	TRINITY_DN149000_c0_g1_i1.p1.p1
OG0006275	SPU_001264	TRINITY_DN15446_c0_g1_i3.p1.p1
OG0006276	SPU_026008	TRINITY_DN839_c1_g1_i4.p1.p1
OG0006277	SPU_010926	TRINITY_DN22058_c0_g1_i2.p1.p1
OG0006278	SPU_013178	TRINITY_DN26972_c0_g1_i1.p1.p1
OG0006279	SPU_006672	TRINITY_DN11872_c0_g1_i1.p1.p1
OG0006280	SPU_014691	TRINITY_DN8472_c0_g1_i2.p1.p1
OG0006281	SPU_008195	TRINITY_DN6369_c0_g1_i2.p1.p1
OG0006282	SPU_009838	TRINITY_DN182_c0_g1_i2.p1.p1
OG0006283	SPU_018701	TRINITY_DN3839_c0_g1_i3.p1.p1
OG0006284	SPU_011648	TRINITY_DN5720_c0_g1_i6.p1.p1
OG0006285	SPU_005871	TRINITY_DN95731_c0_g1_i1.p1.p1
OG0006286	SPU_010120	TRINITY_DN1888_c0_g1_i1.p1.p1
OG0006287	SPU_017051	TRINITY_DN49140_c0_g1_i1.p1.p1
OG0006288	SPU_000456	TRINITY_DN25893_c0_g1_i4.p1.p1
OG0006289	SPU_011576	TRINITY_DN54466_c0_g1_i6.p1.p1
OG0006290	SPU_010847	TRINITY_DN15737_c1_g2_i1.p1.p1
OG0006291	SPU_028236	TRINITY_DN21831_c0_g1_i1.p1.p1
OG0006292	SPU_021967	TRINITY_DN14845_c0_g1_i1.p1.p1
OG0006293	SPU_025797	TRINITY_DN12189_c0_g1_i4.p1.p1
OG0006294	SPU_028898	TRINITY_DN45977_c0_g1_i2.p1.p1
OG0006295	SPU_004401	TRINITY_DN53049_c0_g1_i1.p1.p1
OG0006296	SPU_016250	TRINITY_DN17670_c0_g1_i5.p1.p1
OG0006297	SPU_007502	TRINITY_DN53061_c0_g1_i8.p1.p1
OG0006298	SPU_023605	TRINITY_DN10095_c0_g1_i3.p1.p1
OG0006299	SPU_001178	TRINITY_DN42416_c0_g1_i3.p1.p1
OG0006300	SPU_027370	TRINITY_DN17198_c0_g1_i1.p1.p1
OG0006301	SPU_019351	TRINITY_DN189605_c0_g1_i1.p1.p1
OG0006302	SPU_003485	TRINITY_DN4123_c0_g1_i3.p1.p1
OG0006303	SPU_008958	TRINITY_DN5887_c1_g1_i6.p1.p1
OG0006304	SPU_005123	TRINITY_DN5997_c0_g1_i7.p1.p1
OG0006305	SPU_013142	TRINITY_DN19383_c0_g1_i1.p1.p1
OG0006306	SPU_021226	TRINITY_DN44322_c0_g2_i3.p1.p1
OG0006307	SPU_015514	TRINITY_DN9856_c1_g1_i3.p1.p1
OG0006308	SPU_001890	TRINITY_DN9927_c0_g1_i3.p1.p1
OG0006309	SPU_018615	TRINITY_DN76212_c0_g2_i1.p1.p1
OG0006310	SPU_003478	TRINITY_DN2529_c1_g1_i3.p1.p1
OG0006311	SPU_019409	TRINITY_DN1012_c0_g1_i5.p1.p1
OG0006312	SPU_006579	TRINITY_DN171326_c0_g1_i7.p1.p1
OG0006313	SPU_008886	TRINITY_DN5540_c0_g1_i5.p1.p1
OG0006314	SPU_024989	TRINITY_DN28607_c0_g1_i1.p1.p1
OG0006315	SPU_013070	TRINITY_DN16793_c0_g1_i10.p1.p1
OG0006316	SPU_012341	TRINITY_DN14067_c0_g1_i2.p1.p1
OG0006317	SPU_021154	TRINITY_DN6886_c0_g1_i6.p1.p1
OG0006318	SPU_013135	TRINITY_DN351287_c0_g1_i1.p2.p1
OG0006319	SPU_008152	TRINITY_DN2600_c0_g1_i1.p1.p1
OG0006320	SPU_015442	TRINITY_DN1052_c0_g1_i1.p1.p1
OG0006321	SPU_023461	TRINITY_DN383_c0_g1_i9.p1.p1
OG0006322	SPU_015507	TRINITY_DN14021_c0_g1_i1.p1.p1
OG0006323	SPU_002677	TRINITY_DN30439_c0_g1_i1.p1.p1
OG0006324	SPU_026627	TRINITY_DN72546_c0_g1_i3.p1.p1
OG0006325	SPU_027356	TRINITY_DN264_c0_g1_i2.p1.p1
OG0006326	SPU_018608	TRINITY_DN34109_c0_g1_i3.p1.p1
OG0006327	SPU_008879	TRINITY_DN2137_c0_g1_i6.p4.p1
OG0006328	SPU_019999	TRINITY_DN1582_c0_g1_i1.p1.p1
OG0006329	SPU_001214	TRINITY_DN9499_c0_g1_i3.p1.p1
OG0006330	SPU_010811	TRINITY_DN32345_c0_g1_i3.p1.p1
OG0006331	SPU_003521	TRINITY_DN4433_c1_g1_i1.p1.p1
OG0006332	SPU_030167	TRINITY_DN8885_c0_g1_i4.p1.p1
OG0006333	SPU_013912	TRINITY_DN1807_c0_g1_i4.p1.p1
OG0006334	SPU_021931	TRINITY_DN7358_c0_g2_i1.p1.p1
OG0006335	SPU_023519	TRINITY_DN22846_c0_g1_i2.p1.p1
OG0006336	SPU_025761	TRINITY_DN65951_c0_g1_i1.p1.p1
OG0006337	SPU_018471	TRINITY_DN13867_c1_g1_i1.p1.p1
OG0006338	SPU_026555	TRINITY_DN3598_c0_g1_i2.p1.p1
OG0006339	SPU_001207	TRINITY_DN17354_c0_g1_i4.p1.p1
OG0006340	SPU_020281	TRINITY_DN1750_c2_g1_i3.p1.p1
OG0006341	SPU_004243	TRINITY_DN117008_c0_g1_i2.p1.p1
OG0006342	SPU_020346	TRINITY_DN28298_c0_g1_i11.p1.p1
OG0006343	SPU_008073	TRINITY_DN2013_c0_g1_i3.p1.p1
OG0006344	SPU_013905	TRINITY_DN8127_c0_g1_i4.p1.p1
OG0006345	SPU_021924	TRINITY_DN113156_c0_g1_i1.p1.p1
OG0006346	SPU_007409	TRINITY_DN1466_c0_g1_i6.p1.p1
OG0006347	SPU_026483	TRINITY_DN23273_c0_g1_i1.p1.p1
OG0006348	SPU_005699	TRINITY_DN5241_c0_g2_i1.p1.p2
OG0006349	SPU_002713	TRINITY_DN25255_c1_g2_i1.p1.p1
OG0006350	SPU_004236	TRINITY_DN77464_c0_g1_i1.p1.p1
OG0006351	SPU_012255	TRINITY_DN527_c0_g1_i1.p1.p1
OG0006352	SPU_014562	TRINITY_DN110_c0_g1_i6.p1.p1
OG0006353	SPU_007337	TRINITY_DN9845_c0_g1_i1.p1.p1
OG0006354	SPU_022646	TRINITY_DN2369_c0_g1_i2.p1.p1
OG0006355	SPU_025682	TRINITY_DN3534_c1_g1_i1.p1.p1
OG0006356	SPU_018392	TRINITY_DN88173_c0_g1_i1.p1.p1
OG0006357	SPU_024953	TRINITY_DN24460_c0_g1_i4.p1.p1
OG0006358	SPU_009644	TRINITY_DN5077_c0_g1_i1.p1.p1
OG0006359	SPU_019970	TRINITY_DN4070_c0_g1_i2.p1.p1
OG0006360	SPU_028783	TRINITY_DN1477_c0_g1_i3.p1.p1
OG0006361	SPU_001128	TRINITY_DN5566_c0_g1_i7.p1.p1
OG0006362	SPU_012183	TRINITY_DN13085_c0_g1_i6.p1.p2
OG0006363	SPU_006471	TRINITY_DN24612_c0_g1_i2.p1.p1
OG0006364	SPU_007265	TRINITY_DN28259_c0_g1_i5.p1.p1
OG0006365	SPU_015349	TRINITY_DN12737_c0_g1_i4.p1.p1
OG0006366	SPU_000996	TRINITY_DN3646_c0_g1_i3.p1.p1
OG0006367	SPU_017656	TRINITY_DN60576_c0_g1_i1.p1.p1
OG0006368	SPU_008908	TRINITY_DN5113_c0_g1_i2.p1.p1
OG0006369	SPU_018500	TRINITY_DN12688_c0_g1_i12.p1.p1
OG0006370	SPU_002634	TRINITY_DN7157_c0_g1_i2.p1.p1
OG0006371	SPU_021773	TRINITY_DN38803_c0_g2_i6.p1.p1
OG0006372	SPU_013754	TRINITY_DN19243_c0_g1_i4.p1.p1
OG0006373	SPU_006529	TRINITY_DN12856_c0_g1_i6.p1.p1
OG0006374	SPU_013819	TRINITY_DN2626_c0_g1_i2.p1.p1
OG0006375	SPU_023296	TRINITY_DN3833_c0_g1_i1.p1.p1
OG0006376	SPU_016790	TRINITY_DN2975_c1_g2_i1.p1.p1
OG0006377	SPU_018378	TRINITY_DN32519_c1_g1_i1.p1.p1
OG0006378	SPU_017649	TRINITY_DN331471_c0_g1_i1.p1.p1
OG0006379	SPU_027975	TRINITY_DN4027_c0_g1_i4.p1.p1
OG0006380	SPU_000255	TRINITY_DN1341_c0_g1_i7.p1.p1
OG0006381	SPU_028035	TRINITY_DN101970_c0_g1_i2.p1.p1
OG0006382	SPU_006392	TRINITY_DN75054_c0_g1_i1.p1.p1
OG0006383	SPU_023289	TRINITY_DN6107_c0_g1_i2.p1.p1
OG0006384	SPU_008764	TRINITY_DN12486_c0_g1_i1.p1.p1
OG0006385	SPU_009558	TRINITY_DN6094_c0_g1_i8.p1.p1
OG0006386	SPU_015320	TRINITY_DN414_c0_g1_i4.p2.p1
OG0006387	SPU_002490	TRINITY_DN13266_c0_g1_i2.p1.p1
OG0006388	SPU_002555	TRINITY_DN12456_c0_g1_i1.p1.p1
OG0006389	SPU_012097	TRINITY_DN17044_c0_g1_i3.p1.p1
OG0006390	SPU_021759	TRINITY_DN16710_c0_g1_i4.p1.p1
OG0006391	SPU_008692	TRINITY_DN25833_c0_g1_i7.p1.p1
OG0006392	SPU_023332	TRINITY_DN12754_c1_g1_i2.p1.p1
OG0006393	SPU_016042	TRINITY_DN16990_c0_g1_i4.p1.p1
OG0006394	SPU_000960	TRINITY_DN708_c0_g1_i3.p1.p1
OG0006395	SPU_003277	TRINITY_DN7768_c0_g1_i4.p1.p1
OG0006396	SPU_027227	TRINITY_DN13675_c0_g1_i2.p1.p1
OG0006397	SPU_012874	TRINITY_DN59122_c0_g2_i5.p1.p1
OG0006398	SPU_004855	TRINITY_DN4581_c0_g2_i4.p1.p1
OG0006399	SPU_014397	TRINITY_DN282675_c0_g1_i1.p1.p1
OG0006400	SPU_006378	TRINITY_DN9288_c0_g1_i3.p1.p1
OG0006401	SPU_008685	TRINITY_DN146795_c0_g1_i1.p1.p1
OG0006402	SPU_027889	TRINITY_DN2425_c0_g1_i1.p1.p1
OG0006403	SPU_001020	TRINITY_DN20012_c0_g1_i4.p1.p1
OG0006404	SPU_007222	TRINITY_DN96_c3_g1_i5.p1.p1
OG0006405	SPU_021802	TRINITY_DN33716_c0_g1_i5.p1.p1
OG0006406	SPU_015241	TRINITY_DN15243_c0_g1_i1.p1.p1
OG0006407	SPU_023325	TRINITY_DN4552_c0_g1_i5.p1.p1
OG0006408	SPU_019071	TRINITY_DN14168_c0_g1_i1.p1.p1
OG0006409	SPU_018342	TRINITY_DN5285_c0_g1_i4.p1.p1
OG0006410	SPU_025632	TRINITY_DN34881_c0_g1_i2.p1.p1
OG0006411	SPU_024903	TRINITY_DN9007_c0_g1_i4.p1.p1
OG0006412	SPU_002476	TRINITY_DN40097_c0_g2_i1.p1.p1
OG0006413	SPU_004783	TRINITY_DN14737_c0_g1_i1.p1.p1
OG0006414	SPU_020886	TRINITY_DN19732_c0_g1_i4.p1.p1
OG0006415	SPU_008678	TRINITY_DN8505_c0_g1_i1.p1.p1
OG0006416	SPU_011404	TRINITY_DN53490_c0_g1_i3.p1.p1
OG0006417	SPU_014505	TRINITY_DN19032_c0_g1_i4.p1.p1
OG0006418	SPU_008009	TRINITY_DN5811_c0_g1_i1.p1.p1
OG0006419	SPU_023318	TRINITY_DN9436_c0_g1_i3.p1.p1
OG0006420	SPU_018270	TRINITY_DN7584_c0_g1_i1.p1.p1
OG0006421	SPU_009522	TRINITY_DN19198_c0_g1_i3.p1.p1
OG0006422	SPU_017541	TRINITY_DN17859_c0_g1_i3.p1.p1
OG0006423	SPU_018335	TRINITY_DN296_c0_g1_i5.p1.p1
OG0006424	SPU_017606	TRINITY_DN15501_c0_g1_i2.p1.p1
OG0006425	SPU_010488	TRINITY_DN7423_c0_g1_i3.p1.p1
OG0006426	SPU_028726	TRINITY_DN19319_c0_g1_i3.p1.p1
OG0006427	SPU_003313	TRINITY_DN6951_c0_g1_i2.p1.p1
OG0006428	SPU_012910	TRINITY_DN22872_c0_g1_i3.p1.p1
OG0006429	SPU_006414	TRINITY_DN2399_c0_g1_i5.p1.p1
OG0006430	SPU_007208	TRINITY_DN1146_c0_g1_i5.p1.p1
OG0006431	SPU_000939	TRINITY_DN16374_c0_g1_i1.p1.p1
OG0006432	SPU_001668	TRINITY_DN39308_c1_g1_i1.p1.p1
OG0006433	SPU_004769	TRINITY_DN3028_c0_g2_i1.p1.p1
OG0006434	SPU_015889	TRINITY_DN31622_c0_g1_i3.p1.p1
OG0006435	SPU_000205	TRINITY_DN46268_c0_g1_i4.p1.p1
OG0006436	SPU_011260	TRINITY_DN130798_c0_g2_i1.p1.p1
OG0006437	SPU_003241	TRINITY_DN2634_c0_g1_i2.p1.p1
OG0006438	SPU_005613	TRINITY_DN2603_c0_g1_i7.p1.p1
OG0006439	SPU_014361	TRINITY_DN5924_c0_g1_i6.p1.p1
OG0006440	SPU_015090	TRINITY_DN14832_c0_g1_i4.p1.p1
OG0006441	SPU_021716	TRINITY_DN4724_c0_g1_i2.p1.p1
OG0006442	SPU_022445	TRINITY_DN2941_c0_g1_i2.p1.p1
OG0006443	SPU_009443	TRINITY_DN10079_c0_g1_i1.p1.p1
OG0006444	SPU_024752	TRINITY_DN3579_c0_g1_i2.p1.p1
OG0006445	SPU_018191	TRINITY_DN69676_c0_g1_i1.p1.p1
OG0006446	SPU_001596	TRINITY_DN6320_c0_g1_i1.p1.p1
OG0006447	SPU_017527	TRINITY_DN2439_c0_g1_i1.p1.p1
OG0006448	SPU_007129	TRINITY_DN876_c0_g1_i10.p1.p1
OG0006449	SPU_015932	TRINITY_DN27969_c0_g1_i1.p1.p1
OG0006450	SPU_018184	TRINITY_DN10672_c0_g1_i1.p1.p1
OG0006451	SPU_017455	TRINITY_DN12114_c0_g1_i5.p1.p1
OG0006452	SPU_011246	TRINITY_DN18216_c0_g1_i5.p1.p1
OG0006453	SPU_005534	TRINITY_DN19854_c0_g1_i4.p1.p1
OG0006454	SPU_007057	TRINITY_DN21015_c0_g1_i1.p1.p1
OG0006455	SPU_018177	TRINITY_DN93259_c0_g1_i1.p1.p1
OG0006456	SPU_009429	TRINITY_DN2881_c2_g1_i3.p1.p1
OG0006457	SPU_027774	TRINITY_DN20187_c0_g1_i3.p1.p1
OG0006458	SPU_000054	TRINITY_DN10888_c0_g1_i5.p1.p1
OG0006459	SPU_019021	TRINITY_DN8301_c0_g1_i7.p1.p1
OG0006460	SPU_011174	TRINITY_DN9951_c0_g1_i4.p1.p1
OG0006461	SPU_010445	TRINITY_DN70135_c0_g1_i3.p1.p1
OG0006462	SPU_011239	TRINITY_DN1965_c0_g1_i5.p1.p1
OG0006463	SPU_005527	TRINITY_DN11287_c0_g1_i4.p1.p1
OG0006464	SPU_015069	TRINITY_DN15458_c0_g1_i2.p1.p1
OG0006465	SPU_018954	TRINITY_DN9221_c0_g1_i3.p1.p1
OG0006466	SPU_019683	TRINITY_DN9251_c0_g1_i1.p1.p1
OG0006467	SPU_030060	TRINITY_DN55650_c0_g1_i1.p1.p1
OG0006468	SPU_000047	TRINITY_DN1753_c2_g1_i4.p1.p1
OG0006469	SPU_003083	TRINITY_DN16007_c0_g1_i3.p1.p1
OG0006470	SPU_010438	TRINITY_DN54403_c0_g1_i4.p1.p1
OG0006471	SPU_012745	TRINITY_DN13277_c0_g1_i6.p1.p1
OG0006472	SPU_021493	TRINITY_DN16901_c0_g1_i1.p1.p1
OG0006473	SPU_013539	TRINITY_DN10248_c0_g1_i5.p1.p1
OG0006474	SPU_018098	TRINITY_DN72279_c0_g1_i4.p1.p1
OG0006475	SPU_018882	TRINITY_DN8520_c0_g1_i4.p1.p1
OG0006476	SPU_027695	TRINITY_DN70700_c0_g1_i5.p1.p2
OG0006477	SPU_009400	TRINITY_DN3360_c0_g1_i7.p1.p1
OG0006478	SPU_000824	TRINITY_DN25960_c0_g1_i4.p1.p1
OG0006479	SPU_002282	TRINITY_DN28644_c0_g1_i5.p1.p1
OG0006480	SPU_019007	TRINITY_DN37239_c0_g1_i1.p1.p1
OG0006481	SPU_020757	TRINITY_DN1890_c0_g1_i2.p1.p1
OG0006482	SPU_023124	TRINITY_DN45351_c0_g1_i4.p1.p1
OG0006483	SPU_001481	TRINITY_DN18214_c0_g1_i2.p1.p1
OG0006484	SPU_011937	TRINITY_DN9078_c0_g1_i1.p1.p1
OG0006485	SPU_007683	TRINITY_DN17231_c0_g1_i7.p1.p1
OG0006486	SPU_015767	TRINITY_DN6620_c0_g1_i2.p1.p1
OG0006487	SPU_009990	TRINITY_DN16081_c0_g1_i2.p1.p1
OG0006488	SPU_007014	TRINITY_DN290_c0_g1_i8.p1.p1
OG0006489	SPU_000680	TRINITY_DN5667_c0_g1_i2.p1.p1
OG0006490	SPU_025424	TRINITY_DN7459_c1_g1_i7.p1.p1
OG0006491	SPU_010287	TRINITY_DN10331_c0_g1_i2.p1.p1
OG0006492	SPU_019712	TRINITY_DN4025_c0_g1_i4.p1.p1
OG0006493	SPU_020678	TRINITY_DN1743_c1_g1_i4.p1.p1
OG0006494	SPU_006947	TRINITY_DN140_c0_g1_i7.p1.p1
OG0006495	SPU_007676	TRINITY_DN16667_c1_g1_i2.p1.p1
OG0006496	SPU_006213	TRINITY_DN4493_c1_g1_i1.p1.p1
OG0006497	SPU_024623	TRINITY_DN539_c0_g1_i5.p1.p1
OG0006498	SPU_016604	TRINITY_DN8808_c0_g1_i7.p1.p1
OG0006499	SPU_017333	TRINITY_DN16510_c0_g1_i4.p1.p1
OG0006500	SPU_019640	TRINITY_DN16764_c0_g1_i3.p1.p1
OG0006501	SPU_015688	TRINITY_DN20578_c0_g1_i1.p1.p1
OG0006502	SPU_014959	TRINITY_DN10825_c0_g1_i3.p1.p1
OG0006503	SPU_008398	TRINITY_DN907_c0_g1_i2.p1.p1
OG0006504	SPU_011124	TRINITY_DN15430_c0_g1_i4.p1.p1
OG0006505	SPU_012702	TRINITY_DN2272_c4_g1_i7.p1.p1
OG0006506	SPU_022309	TRINITY_DN506_c0_g1_i2.p1.p1
OG0006507	SPU_017326	TRINITY_DN40449_c0_g1_i3.p1.p1
OG0006508	SPU_000003	TRINITY_DN15399_c0_g1_i3.p1.p1
OG0006509	SPU_000005	TRINITY_DN73536_c0_g1_i1.p1.p1
OG0006510	SPU_000008	TRINITY_DN39314_c0_g1_i1.p1.p1
OG0006511	SPU_000010	TRINITY_DN12982_c3_g2_i2.p1.p1
OG0006512	SPU_000011	TRINITY_DN7334_c0_g1_i4.p1.p1
OG0006513	SPU_000014	TRINITY_DN1444_c0_g2_i1.p1.p1
OG0006514	SPU_000023	TRINITY_DN5887_c2_g2_i4.p1.p1
OG0006515	SPU_000034	TRINITY_DN6088_c0_g1_i3.p1.p1
OG0006516	SPU_000037	TRINITY_DN28073_c0_g1_i3.p1.p1
OG0006517	SPU_000040	TRINITY_DN2962_c0_g1_i3.p1.p1
OG0006518	SPU_000042	TRINITY_DN24944_c0_g1_i7.p1.p1
OG0006519	SPU_000043	TRINITY_DN2031_c0_g1_i4.p1.p1
OG0006520	SPU_000044	TRINITY_DN383626_c0_g1_i1.p1.p1
OG0006521	SPU_000066	TRINITY_DN34710_c0_g1_i12.p1.p1
OG0006522	SPU_000067	TRINITY_DN9033_c0_g1_i3.p1.p1
OG0006523	SPU_000069	TRINITY_DN4823_c0_g1_i1.p1.p1
OG0006524	SPU_000074	TRINITY_DN1609_c1_g1_i3.p1.p1
OG0006525	SPU_000080	TRINITY_DN1609_c1_g1_i9.p2.p1
OG0006526	SPU_000094	TRINITY_DN2183_c0_g1_i5.p1.p1
OG0006527	SPU_000122	TRINITY_DN48211_c1_g1_i1.p1.p1
OG0006528	SPU_000138	TRINITY_DN3453_c0_g1_i4.p1.p1
OG0006529	SPU_000144	TRINITY_DN9746_c0_g1_i2.p1.p1
OG0006530	SPU_000148	TRINITY_DN5978_c0_g1_i3.p1.p1
OG0006531	SPU_000156	TRINITY_DN193834_c0_g1_i1.p1.p1
OG0006532	SPU_000163	TRINITY_DN44792_c0_g1_i8.p1.p1
OG0006533	SPU_000166	TRINITY_DN18569_c0_g1_i2.p1.p1
OG0006534	SPU_000169	TRINITY_DN16949_c0_g1_i5.p1.p1
OG0006535	SPU_000181	TRINITY_DN182187_c0_g1_i1.p1.p1
OG0006536	SPU_000183	TRINITY_DN27574_c0_g1_i8.p1.p1
OG0006537	SPU_000184	TRINITY_DN4347_c1_g1_i4.p1.p1
OG0006538	SPU_000185	TRINITY_DN8152_c0_g1_i2.p1.p1
OG0006539	SPU_000188	TRINITY_DN18972_c0_g1_i3.p1.p1
OG0006540	SPU_000189	TRINITY_DN54881_c0_g1_i1.p1.p1
OG0006541	SPU_000194	TRINITY_DN43715_c0_g1_i4.p1.p1
OG0006542	SPU_000197	TRINITY_DN4563_c1_g1_i5.p2.p1
OG0006543	SPU_000213	TRINITY_DN43737_c0_g2_i2.p1.p1
OG0006544	SPU_000215	TRINITY_DN11100_c1_g1_i3.p1.p1
OG0006545	SPU_000223	TRINITY_DN100370_c0_g1_i6.p1.p1
OG0006546	SPU_000225	TRINITY_DN6047_c2_g1_i6.p1.p1
OG0006547	SPU_000227	TRINITY_DN13322_c0_g1_i2.p1.p1
OG0006548	SPU_000240	TRINITY_DN3861_c6_g1_i2.p1.p1
OG0006549	SPU_000243	TRINITY_DN5166_c0_g1_i4.p1.p1
OG0006550	SPU_000245	TRINITY_DN7915_c0_g1_i4.p1.p1
OG0006551	SPU_000247	TRINITY_DN3873_c0_g1_i2.p1.p1
OG0006552	SPU_000249	TRINITY_DN7100_c0_g1_i3.p1.p1
OG0006553	SPU_000250	TRINITY_DN866_c0_g1_i2.p1.p1
OG0006554	SPU_000251	TRINITY_DN51928_c0_g1_i2.p1.p1
OG0006555	SPU_000252	TRINITY_DN4116_c0_g1_i2.p1.p1
OG0006556	SPU_000257	TRINITY_DN25792_c0_g1_i2.p1.p1
OG0006557	SPU_000260	TRINITY_DN7770_c0_g1_i13.p1.p1
OG0006558	SPU_000262	TRINITY_DN45166_c0_g1_i1.p1.p1
OG0006559	SPU_000268	TRINITY_DN9159_c0_g1_i2.p1.p1
OG0006560	SPU_000280	TRINITY_DN98752_c0_g1_i4.p1.p1
OG0006561	SPU_000297	TRINITY_DN11513_c0_g1_i6.p1.p1
OG0006562	SPU_000299	TRINITY_DN7146_c0_g1_i4.p1.p1
OG0006563	SPU_000312	TRINITY_DN1418_c3_g1_i6.p1.p1
OG0006564	SPU_000313	TRINITY_DN3441_c1_g1_i2.p1.p1
OG0006565	SPU_000316	TRINITY_DN11064_c0_g1_i1.p1.p1
OG0006566	SPU_000318	TRINITY_DN12329_c0_g2_i3.p1.p1
OG0006567	SPU_000319	TRINITY_DN10970_c0_g1_i2.p1.p1
OG0006568	SPU_000320	TRINITY_DN64402_c0_g1_i11.p1.p1
OG0006569	SPU_000321	TRINITY_DN145_c0_g1_i1.p1.p1
OG0006570	SPU_000322	TRINITY_DN8947_c1_g1_i1.p1.p1
OG0006571	SPU_000326	TRINITY_DN38581_c0_g1_i1.p1.p1
OG0006572	SPU_000329	TRINITY_DN14519_c0_g2_i2.p1.p1
OG0006573	SPU_000338	TRINITY_DN2625_c0_g1_i4.p1.p1
OG0006574	SPU_000341	TRINITY_DN79903_c0_g1_i7.p1.p1
OG0006575	SPU_000342	TRINITY_DN20893_c0_g1_i1.p1.p1
OG0006576	SPU_000352	TRINITY_DN22711_c0_g1_i2.p1.p1
OG0006577	SPU_000353	TRINITY_DN43898_c0_g1_i3.p1.p1
OG0006578	SPU_000355	TRINITY_DN14406_c0_g1_i1.p1.p1
OG0006579	SPU_000361	TRINITY_DN41340_c0_g1_i4.p1.p1
OG0006580	SPU_000363	TRINITY_DN9189_c0_g1_i11.p1.p1
OG0006581	SPU_000372	TRINITY_DN3829_c0_g1_i1.p1.p1
OG0006582	SPU_000376	TRINITY_DN6766_c0_g1_i3.p1.p1
OG0006583	SPU_000381	TRINITY_DN5859_c0_g1_i2.p1.p1
OG0006584	SPU_000392	TRINITY_DN505_c0_g1_i5.p1.p1
OG0006585	SPU_000396	TRINITY_DN53456_c0_g1_i6.p1.p1
OG0006586	SPU_000402	TRINITY_DN122436_c0_g1_i1.p1.p1
OG0006587	SPU_000405	TRINITY_DN2311_c0_g1_i2.p1.p1
OG0006588	SPU_000417	TRINITY_DN1156_c0_g1_i1.p1.p1
OG0006589	SPU_000427	TRINITY_DN171355_c0_g1_i1.p1.p1
OG0006590	SPU_000429	TRINITY_DN29546_c0_g1_i1.p1.p1
OG0006591	SPU_000432	TRINITY_DN11674_c0_g1_i2.p1.p1
OG0006592	SPU_000438	TRINITY_DN2212_c0_g1_i3.p1.p1
OG0006593	SPU_000439	TRINITY_DN8902_c0_g1_i1.p1.p1
OG0006594	SPU_000446	TRINITY_DN750_c0_g1_i16.p1.p1
OG0006595	SPU_000450	TRINITY_DN18815_c0_g1_i3.p1.p1
OG0006596	SPU_000475	TRINITY_DN784_c0_g1_i6.p1.p1
OG0006597	SPU_000477	TRINITY_DN1545_c0_g1_i4.p1.p1
OG0006598	SPU_000480	TRINITY_DN27200_c0_g1_i1.p1.p1
OG0006599	SPU_000488	TRINITY_DN3979_c1_g1_i6.p1.p1
OG0006600	SPU_000490	TRINITY_DN17996_c0_g1_i8.p1.p1
OG0006601	SPU_000497	TRINITY_DN14602_c0_g1_i4.p1.p1
OG0006602	SPU_000498	TRINITY_DN31743_c0_g1_i1.p1.p1
OG0006603	SPU_000501	TRINITY_DN14591_c0_g1_i8.p1.p1
OG0006604	SPU_000509	TRINITY_DN1901_c0_g1_i5.p1.p1
OG0006605	SPU_000510	TRINITY_DN9191_c0_g1_i1.p1.p1
OG0006606	SPU_000511	TRINITY_DN63932_c0_g1_i2.p1.p1
OG0006607	SPU_000512	TRINITY_DN53978_c0_g1_i3.p1.p1
OG0006608	SPU_000521	TRINITY_DN19094_c0_g1_i2.p1.p1
OG0006609	SPU_000525	TRINITY_DN14497_c0_g1_i3.p1.p1
OG0006610	SPU_000528	TRINITY_DN285350_c0_g1_i1.p1.p1
OG0006611	SPU_000531	TRINITY_DN389_c0_g1_i2.p1.p1
OG0006612	SPU_000539	TRINITY_DN11469_c0_g1_i3.p1.p1
OG0006613	SPU_000542	TRINITY_DN349017_c0_g1_i1.p1.p1
OG0006614	SPU_000548	TRINITY_DN5919_c0_g1_i1.p1.p1
OG0006615	SPU_000556	TRINITY_DN75815_c0_g1_i3.p1.p1
OG0006616	SPU_000560	TRINITY_DN49008_c0_g1_i1.p1.p1
OG0006617	SPU_000569	TRINITY_DN60475_c0_g1_i1.p1.p1
